id,isbn13,name,author,publisher,book_edition,book_edition,book_language,book_binding,currency_code,price,weight,delivery_charge,quantity,discount,publishing_year,description,no_of_pages,image,cat_id
12952,9781138243675,"Medical Humanities and Medical Education: How the medical humanities can shape better doctors (Routledge Advances in the Medical Humanities)","Alan Bleakley",Routledge,"First Edition","First Edition",English,Paperback,INR,4093,"399 g",0.00,50,24.00,2016,"The field of the medical humanities is developing rapidly, however, there has also been parallel concern from sceptics that the value of medical humanities educational interventions should be open to scrutiny and evidence. Just what is the impact of medical humanities provision upon the education of medical students? In an era of limited resources, is such provision worth the investment? This innovative text addresses these pressing questions, describes the contemporary territory comprising the medical humanities in medical education, and explains how this field may be developed as a key medical education component for the future.
Bleakley, a driving force of the international movement to establish the medical humanities as a core and integrated provision in the medical curriculum, proposes a model that requires collaboration between patients, artists, humanities scholars, doctors and other health professionals, in developing medical students’ sensibility (clinical acumen based on close noticing) and sensitivity (ethical, professional and humane practice). In particular, this text focuses upon how medical humanities input into the curriculum can help to shape the identities of medical students as future doctors who are humane, caring, expressive and creative – whose work will be technically sound but considerably enhanced by their abilities to communicate well with patients and colleagues, to empathise, to be adaptive and innovative, and to act as ‘medical citizens’ in shaping a future medical culture as a model democracy where social justice is a key aspect of medicine.
Making sense of the new wave of medical humanities in medical education scholarship that calls for a ‘critical medical humanities’, Medical Humanities and Medical Education incorporates a range of case studies and illustrative and practical examples to aid integrating medical humanities into the medical curriculum. It will be important reading for medical educators and others working with the medical education community, and all those interested in the medical humanities.",276,9781138243675.jpg,0
12953,9780275940102,"Continuing Medical Education: A Primer","Adrienne B. Rosof","‎Praeger Publishers Inc","Second Edition","Second Edition",English,Paperback,INR,2000,"367 g",0.00,50,32.00,1992,"The first edition of this book was intended to be a standard guide--a reference manual--that would be useful not only in the mechanics of producing a single program but also in organizing and operating a continuing medical education (CME) department on an ongoing basis.",256,9780275940102.jpg,0
12954,9781462014200,"Global Health Training in Graduate Medical Education: A Guidebook","Jack Chase  MD",iUniverse,"Second Edition","Second Edition",English,Paperback,INR,2027,"322 g",0.00,50,20.00,2011,"Global Health Training in Graduate Medical Education is a guide to help medical schools, residency programs, students, residents, fellows, educators and allied health professionals create, expand and improve global health education. Investigate the history of global health work, learn from the experience of established programs and health care leaders, seek out new educational resources, and consider the ethical implications of health work in communities at home and abroad.",236,9781462014200.jpg,0
12955,9781421418520,"Curriculum Development for Medical Education – A Six–Step Approach 3e","Patricia A. Thomas","‎Johns Hopkins University Press","Third Edition","Third Edition",English,Paperback,INR,3618,"567 g",0.00,50,8.00,2016,"Based on a proven six-step model and including examples and questions to guide application of those timeless principles, Curriculum Development for Medical Education is a practical guidebook for all faculty members and administrators responsible for the educational experiences of medical students, residents, fellows, and clinical practitioners. Incorporating revisions driven by calls for reform and innovations in medical education that challenge established teaching models, the third edition includes an awareness of new accreditation standards and regulatory guidelines. The authors have expanded their discussion of survey methodology for needs assessment and stress the importance of writing competency-based goals and objectives that incorporate milestones, entrustable professional activities, and observable practice activities. With updated examples focusing on interprofessional education, collaborative practice, and educational technology, they describe educational strategies that incorporate the new science of learning. A completely new chapter presents the unique challenges of curriculum development for large, long, and integrated curricula.",312,9781421418520.jpg,0
12956,9789388022231,"Concise Text Book of Adolescent Health","Dr. Syed Esam Mahmood","IP Innovative Publication Pvt. Ltd.","First Edition","First Edition",English,Paperback,INR,350,"280 G",0.00,50,21.00,2019,"This book is an essential guide for 10 to 19 years old, parents, teachers & counselors. It provides information about the health needs and problems of adolescents, National programs and recent initiatives related to Adolescent health in India",134,https://www.ipinnovative.com/media/books/Front_Cover_Low_Size10.jpg,0
12957,9789391208035,"Comprehensive Manual of Resuscitation","Dr. Anil Kumar","IP Innovative Publication Pvt. Ltd.","First Edition","First Edition",English,Paperback,INR,995,"510 G",0.00,50,22.00,2022,"Comprehensive manual which will serve as practical guide for all Healthcare professionals.Includes resuscitation in all groups and special conditions like Pregnancy, Drowning, Hanging, etc.",414,https://www.ipinnovative.com/media/books/Anil_Cover.jpg,0
12958,9789391208516,"Artificial Intelligence: Redefining New Age Dentistry","Dr. Smita Ajit Bacholkar, Dr. Amita Navalkar","IP Innovative Publication Pvt. Ltd.","First Edition","First Edition",English,Paperback,INR,425,"200 G",0.00,50,22.00,2022,"This book aims to enrich the reader with the world of Artificial Intelligence and its many applications and advantages in making the diagnostic world a better place.",113,https://www.ipinnovative.com/media/books/Smita_Cover.jpg,0
12959,9788193381984,"Answer to Viva Question in Histology","Jyoti P Kulkarni, Vaishali Paranjpe,P Vatsalaswamy","IP Innovative Publication Pvt. Ltd.","First Edition","First Edition",English,Paperback,INR,375,"200 G",0.00,50,22.00,2020,"This book has been written i question and answer format wherein each chapter in histology has been split into questions and answers.This will enable the students to understand and memorise the microscopic structure and structural functional correlation, thereby helping them to prepare thoroughly for the Viva as well as theory examination in histology in first year MBBS.",110,https://www.ipinnovative.com/media/books/abookHistology%201.jpg,0
12960,9789388022439,"Anaesthetic Pharmacology : Handbook for Allied Health Science Students","Dr. Pradnya Deolekar, Dr. Pramila Yadav","IP Innovative Publication Pvt. Ltd.","First Edition","First Edition",English,Paperback,INR,350,"200 G",0.00,50,22.00,2020,"The book gives detailed descriptions covering broad range of drugs commonly used in practice of anaesthesia.",97,https://www.ipinnovative.com/media/books/Front_Cover_Low_Size29.jpg,0
12961,9788195175000,"Competency Based Human Anatomy Volume - I","Dr. A. Prasanna Veera Kumar","IP Innovative Publication Pvt. Ltd.","First Edition","First Edition",English,Paperback,INR,795,"535 G",0.00,50,22.00,2021,"There is complete coverage of all MCI competencies serial-wise. Anatomical basis has been given utmost importance while dealing with the competencies. All the competencies were dealt with by taking into consideration recent advances in medicine.",345,https://www.ipinnovative.com/media/books/Front_Cover_Low_Size72.jpg,0
12962,9789391208202,"A Brief History of Medicine","R. K. Marya","IP Innovative Publication Pvt. Ltd.","Second Edition","Second Edition",English,Paperback,INR,695,"620 g",0.00,50,20.00,2022,"This book traces the development of medical science from the ancient treatments by charms and spells, going to pilgrimage or even touch by a king or a queen to modern transplant or robotic surgery.",368,https://www.ipinnovative.com/media/books/SECOND_HOM.jpg,0
12963,9788193381939,"A to Z Biochemistry MCQ for All India Postgraduate Medical Entrance Examination","Dr. Chetan D.M., Dr. Raghavendra H.L, Dr. Bharath B.R.","IP Innovative Publication Pvt. Ltd.","First Edition","First Edition",English,Paperback,INR,450,"330 g",0.00,50,21.00,2022,"This set of MCQs based on the different topics of Biochemistry is made for the aspirants of PG Medical this set has very relevant questions and it covers MCQs in depth.",189,https://www.ipinnovative.com/media/books/abookBiochemistry-%20Front%20Cover%202.jpg,0
12964,9789388022217,"Case Oriented Approach in Biochemistry","Dr. Rajesh Kawaduji Jambhulkar, Dr. Abhijit D. Ninghot","IP Innovative Publication Pvt. Ltd.","First Edition","First Edition",English,Paperback,INR,450,"250 G",0.00,50,21.00,2019,"This book is specially tailor made for first year MBBS students. This book contains more than 50 cases important for university examinations. It also covers all cases from last 15 years university examinations.",123,https://www.ipinnovative.com/media/books/Front_Cover_Low_Size9.jpg,0
12965,9789391208653,"Competency Based Clinical Biochemistry - A Practical Manual for First MBBS Students","Dr. Aliya Nusrath, Dr. Rajeshwari A, Dr. Asharani N","IP Innovative Publication Pvt. Ltd.","First Edition","First Edition",English,Paperback,INR,520,"400 G",0.00,50,22.00,2022,"This book has comprehensive coverage of practical syllabus based on Biochemistry skill competency specified in CBME curriculum.",305,https://www.ipinnovative.com/media/books/Front_Cover_CBCB_Aliya.jpg,0
12966,9789391208561,"Microbiology and Biochemistry MCQs","Dr. Rohit Shankar Mane, Nandni Awadhiya","IP Innovative Publication Pvt. Ltd.","First Edition","First Edition",English,Paperback,INR,375,"220 G",0.00,50,22.00,2022,"The book is specifically written to boost the conceptual knowledge of students and improve their focus on the next group growing skills on Microbiology and Biochemistry for making it as their carrier. This book can bring a light for the students, those are going to write in the CSIR-UGC NET, ICMR-NET, DBT-JRF, PG-Combined entrance exams, ICAR-NET, ASRB-NET, GATE, SLET, SAUs and other combined entrance examinations.",151,https://www.ipinnovative.com/media/books/Front_Cover_Low_Size96.jpg,0
12967,9788193245064,"Postgraduate Biochemistry Companion","Dr. Rittu Chandel, Dr. Gangadhar Chatterjee","IP Innovative Publication Pvt. Ltd.","First Edition","First Edition",English,Paperback,INR,950,"750 G",0.00,50,21.00,2020,"Biochemistry is thought to be the boring and difficult to learn subject to MBBS and MD students. It appears to be more difficult to write answers during examination. When we were student we realized we had to go through many books and it was time consuming as it was difficult to understand which book for which topic, it also was difficult to reproduce in the exam. So we decided to write a book to help other post graduate students which will help precious time during the eleventh hour of examination. It’s a simple English written book for post graduate students.",496,https://www.ipinnovative.com/media/books/Postgraduate%20Biochemistry%20Companion.jpg,0
12968,9789391208080,"PG-CUET Fundamentals of Life Sciences","Dr. Rohit Shankar Mane","IP Innovative Publication Pvt. Ltd.","First Edition","First Edition",English,Paperback,INR,850,"930 G",0.00,50,20.00,2022,"This book is important because of its bounded concepts and explanation related to each concept of life sciences, particularly in Here importantly highlighted about the Microbiology, Biotechnology, Zoology, Botany, Biochemistry, Diversity in Life Forms, Ecology, Evolution and Applied biology.",424,https://www.ipinnovative.com/media/books/PGCUET.jpg,0
12969,9789391208387,"A Guide for Basic Biomedical Research Course","Dr. Saurabh Jain","IP Innovative Publication Pvt. Ltd.","First Edition","First Edition",English,Paperback,INR,620,"300 G",0.00,50,21.00,2021,"The book is mandatorily recommended, for all Medical postgraduates and teachers in medical institutions, who want to undergo, certification of the basic biomedical research course. It also enables readers regarding conceptualization of principles of biomedical research.",253,https://www.ipinnovative.com/media/books/Front_Cover_Low_Size2.png,0
12970,9788193245033,"Fundamental of Analytical Chemistry, Reprint 2020","Dr. Bajarang Bali Lal Srivastava, Dr. Amarnath Mishra","IP Innovative Publication Pvt. Ltd.","First Edition","First Edition",English,Paperback,INR,250,"250 G",0.00,50,21.00,2020,"The primary objective of book entitled Fundamental of analytical chemistry is to provide fundamental knowledge of the analytical principles. The massive scope of the subject dictates the all-possible visual assistance is avoidable to the students. This has done by presenting a large no of questions and examples serve to reinforce as well as assist the students to learning the subject.",111,https://www.ipinnovative.com/media/books/Fundamental%20of%20Analytical%20Chemistry.jpg,0
12971,9789388022057,"Handbook of Elements","Mr. A. Nicholas Daniel, Dr. Jeyaraj Mani","IP Innovative Publication Pvt. Ltd.","First Edition","First Edition",English,Paperback,INR,675,"650 G",0.00,50,20.00,2018,"This book is written in a very simple and easy learning. The notes in this publication have been summarized as much as possible. Some of the notes are given in point forms; this has been like that done for you to easily understand very well.",189,https://www.ipinnovative.com/media/books/Handbook_of_Elements_Front_Final.jpg,0
12972,9789391208400,"Tuberculous Pleural Effusion (A Book of 100 Cases)","Dr. Sankalp Yadav","IP Innovative Publication Pvt. Ltd.","First Edition","First Edition",English,Paperback,INR,350,"150 g",0.00,50,20.00,2021,"The book aims to compile a single compendium on the oldest disease known to mankind i.e., Tuberculosis (TB). This book provides details of one hundred cases of pleural effusion and each case is accompanied by a short history, chest radiograph, and reports of thoracentesis/pleural tap.",100,https://www.ipinnovative.com/media/books/Front_Cover_Low_Size89.jpg,0
12973,9789388022491,"Handbook on Novel Coronavirus: What You Need to Know?","Dr. Md. Khaleel, MD","IP Innovative Publication Pvt. Ltd.","First Edition","First Edition",English,Paperback,INR,300,"160 g",0.00,50,20.00,2020,"The handbook brings you a collection of meticulously chosen topics on latest advances in diagnosing and managing coronavirus. Each topic has been reviewed by the subject reviewers who have added their prevailing knowledge, valued each area",76,https://www.ipinnovative.com/media/books/Front_Cover_Low_Size35.jpg,0
12974,9789391208615,"Pandemic Corona Virus vs. Epidemic, and Endemic Virus Diseases: Present, Past, and Future Directions","Dr. Suryakanta Swain, Mr. Bikash Ranjan Jena, Mr. Debashis Ghose","IP Innovative Publication Pvt. Ltd.","First Edition","First Edition",English,Paperback,INR,350,"170 g",0.00,50,21.00,2022,"The overview of the book includes the Pandemic Corona Virus vs Epidemic, Endemic and Post Pandemic Virus Diseases. For novel coronavirus treatments and prevention guidelines, it suggests allopathic, homeopathic, ayurvedic, home remedy, convalescent plasma therapy, etc. The current global data for the preclinical and clinical status of drugs-approved vaccines and few vaccines under development for coronavirus infections, and the impact of post-COVID-19 on science and technology, current and future directions in academic and industrial research.",95,https://www.ipinnovative.com/media/books/Front_Cover_Low_Size97.jpg,0
12975,9789388022101,"Concepts in Paediatrics : Endocrinology","Prof. (Dr.) Atul Choube MD","IP Innovative Publication Pvt. Ltd.","First Edition","First Edition",English,Paperback,INR,795,"250 g",0.00,50,20.00,2019,"This book on Endocrinology is written with the aim of imparting essential knowledge of hormones to the students of both UG and PG medical studies. The book’s contents cover comprehensively all endocrine activities, both in health and diseases, in an easy to read and remember the causes and effects of Endocrine Dysfunction. Special emphasis is on chapters on Diabetes and Obesity which are so prevalent worldwide. The book will be most useful to all Health Associated Personnel including Medical, Paramedical and Nursing cadres.",143,https://www.ipinnovative.com/media/books/Front_Cover_Low_Size2.jpg,0
13510,9780812932294,"Losing My Virginity: How I've Survived, Had Fun, and Made a Fortune Doing Business My Way","Richard Branson","Crown Business; 1st edition (19 October 1999)","Tue Oct 19 1999 00:00:00 GMT+0000 (Coordinated Universal Time)","Tue Oct 19 1999 00:00:00 GMT+0000 (Coordinated Universal Time)",English,Paperback,INR,165,318g,NULL,10,10.00,NULL,"That's the philosophy that has allowed Richard Branson, in slightly more than twenty-five years, to spawn so many successful ventures. From the airline business (Virgin Atlantic Airways), to music (Virgin Records and V2), to cola (Virgin Cola), to retail (Virgin Megastores), and nearly a hundred others, ranging from financial services to bridal wear, Branson has a track record second to none. Losing My Virginity is the unusual, frequently outrageous autobiography of one of the great business geniuses of our time. When Richard Branson started his first business, he and his friends decided that 'since we're complete virgins at business, let's call it just that: Virgin.' Since then, Branson has written his own 'rules' for success, creating a group of companies with a global presence, but no central headquarters, no management hierarchy, and minimal bureaucracy.",416,"‎ 9780812932294.jpg",0
13511,9781451662436,"Total Recall: My Unbelievably True Life Story","Arnold Schwarzenegger","Simon & Schuster (1 October 2012)","Mon Oct 01 2012 00:00:00 GMT+0000 (Coordinated Universal Time)","Mon Oct 01 2012 00:00:00 GMT+0000 (Coordinated Universal Time)",English,Hardcover,INR,1718,159g,NULL,10,20.00,NULL,"One of the most anticipated autobiographies of this generation, Arnold Schwarzenegger’s Total Recall is the candid story by one of the world’s most remarkable actors, businessmen, and world leaders. Born in the small city of Thal, Austria, in 1947, Arnold Schwarzenegger moved to Los Angeles at the age of twenty-one. Within ten years, he was a millionaire businessman. After twenty years, he was the world’s biggest movie star. In 2003, he was elected governor of California and a household name around the world. Chronicling his embodiment of the American Dream, Total Recall covers Schwarzenegger’s high-stakes journey to the United States, from creating the international bodybuilding industry out of the sands of Venice Beach, to breathing life into cinema’s most iconic characters, and becoming one of the leading political figures of our time. Proud of his accomplishments and honest about his regrets, Schwarzenegger spares nothing in sharing his amazing story.",656,"‎ 9781451662436.jpg",0
13512,9780544709041,"Fun Home: A Family Tragicomic","Alison Bechdel","‎ Mariner Books; Reprint edition (5 June 2007)","Tue Jun 05 2007 00:00:00 GMT+0000 (Coordinated Universal Time)","Tue Jun 05 2007 00:00:00 GMT+0000 (Coordinated Universal Time)",English,Paperback,INR,1156,386g,NULL,10,20.00,NULL,"In this graphic memoir, Alison Bechdel charts her fraught relationship with her late father. Distant and exacting, Bruce Bechdel was an English teacher and director of the town funeral home, which Alison and her family referred to as the Fun Home. It was not until college that Alison, who had recently come out as a lesbian, discovered that her father was also gay. A few weeks after this revelation, he was dead, leaving a legacy of mystery for his daughter to resolve.",232,"‎ 9780544709041.jpg",0
13513,9780140280555,"Galileo's Daughter: A Historical Memoir of Science, Faith, and Love","Dava Sobel","Penguin USA (1 November 2000)","Wed Nov 01 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Wed Nov 01 2000 00:00:00 GMT+0000 (Coordinated Universal Time)",English,Paperback,INR,2583,390g,NULL,10,20.00,NULL,"Dramatically recolors the personality and accomplishment of a mythic figure whose seventeenth-century clash with Catholic doctrine continues to define the schism between science and religion.  Dramatically recolors the personality and accomplishment of a mythic figure whose seventeenth-century clash with Catholic doctrine continues to define the schism between science and religion. Inspired by a long fascination with Galileo, and by the remarkable surviving letters of Galileo's daughter, a cloistered nun, Dava Sobel has written a biography unlike any other of the man Albert Einstein called 'the father of modern physics--indeed of modern science altogether.' Galileo's Daughter also presents a stunning portrait of a person hitherto lost to history, described by her father as 'a woman of exquisite mind, singular goodness, and most tenderly attached to me.'",420,9780140280555.jpg,0
13514,9780316777728,"Me Talk Pretty One Day","David Sedaris","Little, Brown and Company (1 June 2000)","Thu Jun 01 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Thu Jun 01 2000 00:00:00 GMT+0000 (Coordinated Universal Time)",English,Hardcover,INR,2050,408g,NULL,10,20.00,NULL,"David Sedaris's new collection, Me Talk Pretty One Day, tells a most unconventional life story. It begins with a North Carolina childhood filled with speech-therapy classes ('There was the lisp, of course, but more troubling than that was my voice itself, with its excitable tone and high, girlish pitch') and unwanted guitar lessons taught by a midget. From budding performance artist ('the only crimp in my plan was that I seemed to have no talent whatsoever') to 'clearly unqualified' writing teacher in Chicago, Sedaris's career leads him to New York (the sky's-the-limit field of furniture moving) and eventually, of all places, France.",272,9780316777728.jpg,0
13515,9782080660299,"Maus: A Survivor's Tale: My Father Bleeds History","Art Spiegelman","FLAMMARION (4 January 1994)","Tue Jan 04 1994 00:00:00 GMT+0000 (Coordinated Universal Time)","Tue Jan 04 1994 00:00:00 GMT+0000 (Coordinated Universal Time)",French,Paperback,INR,8640,381g,NULL,10,20.00,NULL,"Maus raconte la vie de Vladek Spiegelman, rescapé juif des camps nazis, et de son fils, auteur de bandes dessinées, qui cherche un terrain de réconciliation avec son père, sa terrifiante histoire et l'Histoire. Des portes d'Auschwitz aux trottoirs de New York se déroule en deux temps (les années 30 et les années 70) le récit d'une double survie : celle du père, mais aussi celle du fils, qui se débat pour survivre au survivant. Ici, les Nazis sont des chats et les Juifs des souris.",159,9782080660299.jpg,0
13516,9781400078431,"The Year of Magical Thinking","Joan Didion","RHUS; Reprint edition (13 February 2007)","Tue Feb 13 2007 00:00:00 GMT+0000 (Coordinated Universal Time)","Tue Feb 13 2007 00:00:00 GMT+0000 (Coordinated Universal Time)",English,Paperback,INR,899,213g,NULL,10,22.00,NULL,"An act of consummate literary bravery, a writer known for her clarity allowing us to watch her mind as it becomes clouded with grief.' From one of America's iconic writers, a stunning book of electric honesty and passion. Joan Didion explores an intensely personal yet universal experience: a portrait of a marriage–and a life, in good times and bad–that will speak to anyone who has ever loved a husband or wife or child.",227,9781400078431.jpg,0
13517,9780446697330,"No One Here Gets Out Alive","Jerry Hopkins, Danny Sugerman","‎ Grand Central Publishing; Reprint edition (14 April 2006)","Fri Apr 14 2006 00:00:00 GMT+0000 (Coordinated Universal Time)","Fri Apr 14 2006 00:00:00 GMT+0000 (Coordinated Universal Time)",English,Paperback,INR,2545,322g,NULL,10,20.00,NULL,"Here is Jim Morrison in all his complexity - singer, philosopher, poet, delinquent-the brilliant, charismatic, and obsessed seeker who rejected authority in any form, the explorer who probed 'the bounds of reality to see what would happen...' Seven years in the writing, this definitive biography is the work of two men whose empathy and experience with Jim Morrison uniquely prepared them to recount this modern tragedy: Jerry Hopkins, whose famous Presley biography, Elvis, was inspired by Morrison's suggestion, and Danny Sugerman, confidant of and aide to the Doors. With an afterword by Michael McClure.",384,9780446697330.jpg,0
13518,9781416590316,"Frederick Douglass: Prophet of Freedom","David W. Blight","Simon & Schuster (16 October 2018)","Tue Oct 16 2018 00:00:00 GMT+0000 (Coordinated Universal Time)","Tue Oct 16 2018 00:00:00 GMT+0000 (Coordinated Universal Time)",English,Hardcover,INR,1299,"1kg 310g",NULL,10,21.00,NULL,"As a young man, Frederick Douglass (1818–1895) escaped from slavery in Baltimore, Maryland. He was fortunate to have been taught to read by his slave owner mistress, and he would go on to become one of the major literary figures of his time. His very existence gave the lie to slave owners: with dignity and great intelligence he bore witness to the brutality of slavery. nitially mentored by William Lloyd Garrison, Douglass spoke widely, using his own story to condemn slavery. By the Civil War, Douglass had become the most famed and widely travelled orator in the nation. In his unique and eloquent voice, written and spoken, Douglass was a fierce critic of the United States as well as a radical patriot. After the war he sometimes argued politically with younger African Americans, but he never forsook either the Republican party or the cause of black civil and political rights.",912,9781416590316.jpg,0
13519,9780375753831,"Georgiana: Duchess of Devonshire","Amanda Foreman","Modern Library; New edition (16 January 2001)","Tue Jan 16 2001 00:00:00 GMT+0000 (Coordinated Universal Time)","Tue Jan 16 2001 00:00:00 GMT+0000 (Coordinated Universal Time)",English,Paperback,INR,1027,403g,NULL,10,20.00,NULL,"The winner of Britain's prestigious Whitbread Prize and a bestseller there for months, this wonderfully readable biography offers a rich, rollicking picture of late-eighteenth-century British aristocracy and the intimate story of a woman who for a time was its undisputed leader. Lady Georgiana Spencer was the great-great-great-great-aunt of Diana, Princess of Wales, and was nearly as famous in her day. In 1774, at the age of seventeen, Georgiana achieved immediate celebrity by marrying one of England's richest and most influential aristocrats, the Duke of Devonshire. Launched into a world of wealth and power, she quickly became the queen of fashionable society, adored by the Prince of Wales, a dear friend of Marie-Antoinette, and leader of the most important salon of her time. Not content with the role of society hostess, she used her connections to enter politics, eventually becoming more influential than most of the men who held office.",456,9780375753831.jpg,0
13520,9780399592096,"The Ride of a Lifetime: Lessons Learned from 15 Years as CEO of the Walt Disney Company","Robert Iger","Random House; Illustrated edition (23 September 2019)","Mon Sep 23 2019 00:00:00 GMT+0000 (Coordinated Universal Time)","Mon Sep 23 2019 00:00:00 GMT+0000 (Coordinated Universal Time)",English,Hardcover,INR,2240,499g,NULL,10,20.00,NULL,"A grand vision defined: The CEO of The Walt Disney Company shares the ideas and values he has used to reinvent one of the most beloved companies in the world, and inspire the people who bring the magic to life. In 2005, Robert Iger became CEO of The Walt Disney Company during a difficult time. Morale had deteriorated, competition was more intense, and technology was changing faster than at any time in the company's history. 'I knew there was nothing to be gained from arguing over the past,' Iger writes. 'The only thing that mattered was the future, and I believed I had a clear idea of the direction Disney needed to go.' It came down to three clear ideas: 1) Create the highest quality content Disney could produce. 2) Embrace and adopt technology instead of fighting it. And 3) Think bigger--think global--and turn Disney into a stronger brand in international markets.",272,9780399592096.jpg,0
13521,9781451621372,"Brain on Fire: My Month of Madness","Susannah Cahalan","Free Press; 1st edition (13 November 2012)","Tue Nov 13 2012 00:00:00 GMT+0000 (Coordinated Universal Time)","Tue Nov 13 2012 00:00:00 GMT+0000 (Coordinated Universal Time)",English,Hardcover,INR,8563,463g,NULL,10,20.00,NULL,"An award-winning memoir and instant New York Times bestseller that goes far beyond its riveting medical mystery, Brain on Fire is the powerful account of one woman’s struggle to recapture her identity. When twenty-four-year-old Susannah Cahalan woke up alone in a hospital room, strapped to her bed and unable to move or speak, she had no memory of how she’d gotten there. Days earlier, she had been on the threshold of a new, adult life: at the beginning of her first serious relationship and a promising career at a major New York newspaper. Now she was labeled violent, psychotic, a flight risk. What happened?",250,9781451621372.jpg,0
13522,9781627792769,"Prairie Fires: The American Dreams of Laura Ingalls Wilder","Caroline Fraser","Metropolitan Books; 1st Edition (21 November 2017)","Tue Nov 21 2017 00:00:00 GMT+0000 (Coordinated Universal Time)","Tue Nov 21 2017 00:00:00 GMT+0000 (Coordinated Universal Time)",English,Hardcover,INR,2625,816g,NULL,10,17.00,NULL,"Millions of readers of Little House on the Prairie believe they know Laura Ingalls—the pioneer girl who survived blizzards and near-starvation on the Great Plains, and the woman who wrote the famous autobiographical books. But the true saga of her life has never been fully told. Now, drawing on unpublished manuscripts, letters, diaries, and land and financial records, Caroline Fraser—the editor of the Library of America edition of the Little House series—masterfully fills in the gaps in Wilder’s biography. Revealing the grown-up story behind the most influential childhood epic of pioneer life, she also chronicles Wilder's tumultuous relationship with her journalist daughter, Rose Wilder Lane, setting the record straight regarding charges of ghostwriting that have swirled around the books.",640,9781627792769.jpg,0
13523,9780618057023,"J.R.R. Tolkien: A Biography","Humphrey Carpenter","‎ Houghton Mifflin (Trade); Reprint edition (15 November 2000)","Wed Nov 15 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Wed Nov 15 2000 00:00:00 GMT+0000 (Coordinated Universal Time)",English,Paperback,INR,1163,292g,NULL,10,2.00,NULL,"The authorized biography of the creator of Middle-earth. In the decades since his death in September 1973, millions have read THE HOBBIT, THE LORD OF THE RINGS, and THE SILMARILLION and become fascinated about the very private man behind the books. Born in South Africa in January 1892, John Ronald Reuel Tolkien was orphaned in childhood and brought up in near-poverty. He served in the first World War, surviving the Battle of the Somme, where he lost many of the closest friends he'd ever had. After the war he returned to the academic life, achieving high repute as a scholar and university teacher, eventually becoming Merton Professor of English at Oxford where he was a close friend of C.S. Lewis and the other writers known as The Inklings.",288,9780618057023.jpg,0
13524,9781501141515,"Born to run","Bruce Springsteen","Simon & Schuster; First Edition (27 September 2016)","Tue Sep 27 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","Tue Sep 27 2016 00:00:00 GMT+0000 (Coordinated Universal Time)",English,Hardcover,INR,2438,930g,NULL,10,20.00,NULL,"“Writing about yourself is a funny business…But in a project like this, the writer has made one promise, to show the reader his mind. In these pages, I’ve tried to do this.” —Bruce Springsteen, from the pages of Born to Run In 2009, Bruce Springsteen and the E Street Band performed at the Super Bowl’s halftime show. The experience was so exhilarating that Bruce decided to write about it. That’s how this extraordinary autobiography began.",528,9781501141515.jpg,0
13525,9781400067893,"Elizabeth the Queen: The Life of a Modern Monarch","Sally Bedell Smith","Random House (10 January 2012)","Tue Jan 10 2012 00:00:00 GMT+0000 (Coordinated Universal Time)","Tue Jan 10 2012 00:00:00 GMT+0000 (Coordinated Universal Time)",English,Hardcover,INR,1299,"1kg 11g",NULL,10,20.00,NULL,"From the moment of her ascension to the throne in 1952 at the age of twenty-five, Queen Elizabeth II has been the object of unparalleled scrutiny. But through the fog of glamour and gossip, how well do we really know the world’s most famous monarch? Drawing on numerous interviews and never-before-revealed documents, acclaimed biographer Sally Bedell Smith pulls back the curtain to show in intimate detail the public and private lives of Queen Elizabeth II, who has led her country and Commonwealth through the wars and upheavals of the last sixty years with unparalleled composure, intelligence, and grace. In Elizabeth the Queen, we meet the young girl who suddenly becomes “heiress presumptive” when her uncle abdicates the throne. We meet the thirteen-year-old Lilibet as she falls in love with a young navy cadet named Philip and becomes determined to marry him, even though her parents prefer wealthier English aristocrats. We see the teenage Lilibet repairing army trucks during World War II and standing with Winston Churchill on the balcony of Buckingham Palace on V-E Day. We see the young Queen struggling to balance the demands of her job with her role as the mother of two young children. Sally Bedell Smith brings us inside the palace doors and into the Queen’s daily routines—the “red boxes” of documents she reviews each day, the weekly meetings she has had with twelve prime ministers, her physically demanding tours abroad, and the constant scrutiny of the press—as well as her personal relationships: with Prince Philip, her husband of sixty-four years and the love of her life; her children and their often-disastrous marriages; her grandchildren and friends.",663,9781400067893.jpg,0
13526,9780141014081,"The Complete MAUS","Art Spiegelman","enguin UK; 1st edition (2 October 2003)","Thu Oct 02 2003 00:00:00 GMT+0000 (Coordinated Universal Time)","Thu Oct 02 2003 00:00:00 GMT+0000 (Coordinated Universal Time)",English,Paperback,INR,899,664g,NULL,10,14.00,NULL,"Combined for the first time here are Maus I: A Survivor's Tale and Maus II - the complete story of Vladek Spiegelman and his wife, living and surviving in Hitler's Europe. By addressing the horror of the Holocaust through cartoons, the author captures the everyday reality of fear and is able to explore the guilt, relief and extraordinary sensation of survival - and how the children of survivors are in their own way affected by the trials of their parents. A contemporary classic of immeasurable significance.",296,9780141014081.jpg,0
